id,function,title,template,description,stage,disciplines,domains,skill_areas,search_aliases,claim_strength,evidence_requirement,causal_design_required,placeholders,keywords,notes,risk,provenance_method,provenance_author,source_reuse,version
RLX-LIM-002,state_limitation,Measurement limitation,"The measure captures {construct} through {indicator}, which may omit {uncaptured_dimension}.",Specify which construct dimension a measure captures and what it may miss.,discussion,general,general_academic,claim_control|discussion|thesis_dissertation,boundary of inference|caveat|interpretation section|meaning of findings|study weakness,tentative,contextual,false,construct|indicator|uncaptured_dimension,measurement limitation|indicator|construct|omit,Describe likely direction of bias only when supported.,low,original_editorial,RhetoriLex contributors,false,1
RLX-LIM-003,state_limitation,Design limitation on causality,"Since {design_feature} does not rule out {alternative}, {finding} should not be read as causal evidence.",Explain why a design cannot support causal interpretation of a finding.,discussion,sciences|health_sciences|social_sciences,clinical_health|experimental_science|social_behavioral,claim_control|discussion|thesis_dissertation,behavioral research|biomedical writing|boundary of inference|caveat|experimental research|health research|interpretation section|meaning of findings|natural science|social research|study weakness,bounded,observational,false,design_feature|alternative|finding,causal limitation|confounding|design|not causal,Name the specific alternative causal pathway or bias left open.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-LIM-004,state_limitation,Precision limitation,The wide uncertainty around {estimate} leaves both {interpretation_a} and {interpretation_b} compatible with {result}.,Tie limited precision to the range of interpretations still supported.,discussion,general,general_academic,claim_control|discussion|thesis_dissertation,boundary of inference|caveat|interpretation section|meaning of findings|study weakness,tentative,direct,false,estimate|interpretation_a|interpretation_b|result,precision limitation|wide uncertainty|compatible|estimate,Report the interval or sensitivity range that motivates the statement.,low,original_editorial,RhetoriLex contributors,false,1
RLX-MET-001,describe_method,Describe sample selection,We selected {population} using {sampling_method} during {period}.,"Report the target group, sampling approach, and collection period without implying representativeness.",methods,quantitative_research|clinical_research|social_sciences,clinical_health|quantitative_empirical|social_behavioral,methods|thesis_dissertation,behavioral research|browse manuscript moves|chapter writing|clinical study|describe analysis|empirical quantitative|materials and methods|methodology|methodology wording|paper section|report procedure|social research|statistical analysis|trial reporting,tentative,none,false,population|sampling_method|period,sampling|participants|recruitment|study population,"Describe eligibility, exclusions, recruitment, and response where relevant.",low,original_editorial,RhetoriLex contributors,false,1
RLX-MET-002,describe_method,Describe a quantitative model,We estimated {model} with {outcome} as the outcome and {predictors} as prespecified predictors.,"State a quantitative model, outcome, and predictor set while marking prespecification accurately.",methods,quantitative_research|sciences|health_sciences,clinical_health|experimental_science|quantitative_empirical,methods|thesis_dissertation,biomedical writing|browse manuscript moves|chapter writing|describe analysis|empirical quantitative|experimental research|health research|materials and methods|methodology|methodology wording|natural science|paper section|report procedure|statistical analysis,tentative,none,false,model|outcome|predictors,statistical model|outcome variable|predictors|analysis plan,Remove prespecified unless the predictor set was fixed before the relevant analysis.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-MET-003,describe_method,Describe qualitative analysis,"We analyzed {material} using {analytic_approach}, iteratively refining {coding_framework}.","Report qualitative material, analytic approach, and the iterative development of interpretation.",methods,qualitative_research|humanities|social_sciences,humanities_interpretive|qualitative_inquiry|social_behavioral,methods|thesis_dissertation,behavioral research|browse manuscript moves|chapter writing|describe analysis|interpretive scholarship|interviews|materials and methods|methodology|methodology wording|paper section|report procedure|social research|textual analysis|thematic analysis,tentative,none,false,material|analytic_approach|coding_framework,qualitative analysis|coding|thematic analysis|interpretive method,"Describe researcher roles, reflexivity, disagreement handling, and software where relevant.",low,original_editorial,RhetoriLex contributors,false,1
RLX-MET-004,describe_method,Describe system evaluation,We evaluated {system} against {benchmark} using {metric} under {condition}.,"Report the evaluated system, comparison benchmark, metric, and operating condition.",methods,engineering|computer_science,engineering_computing,methods|thesis_dissertation,algorithm evaluation|browse manuscript moves|chapter writing|describe analysis|machine learning paper|materials and methods|methodology|methodology wording|paper section|report procedure|system evaluation|technical design,tentative,none,false,system|benchmark|metric|condition,system evaluation|benchmark|performance metric|experimental setup,"State dataset partitions, repetitions, hardware, and uncertainty when they affect comparability.",low,original_editorial,RhetoriLex contributors,false,1
RLX-NUL-001,report_null_result,Report threshold and interval,"For {outcome}, {result} did not meet {decision_threshold}; the interval remained compatible with {possibility}.",Report a threshold-based null result while retaining what the uncertainty interval permits.,results,quantitative_research|clinical_research|sciences,clinical_health|experimental_science|quantitative_empirical,claim_control|results|scientific_framing,absence of evidence|analysis output|clinical study|empirical quantitative|equivalence|evidence of absence|experimental research|findings|inconclusive result|natural science|no detected difference|non significance|non significant finding|statistical analysis|trial reporting,tentative,direct,false,outcome|result|decision_threshold|possibility,non-significant result|null finding|confidence interval|absence of evidence,"Give the estimate, interval, threshold, and analysis context; do not conclude no effect.",medium,original_editorial,RhetoriLex contributors,false,1
RLX-NUL-002,report_null_result,Report equivalence result,"The equivalence analysis yielded {result}, supporting equivalence within the prespecified margin of {margin}.",State an equivalence conclusion only from an analysis and margin designed for that purpose.,results,clinical_research|quantitative_research|engineering,clinical_health|engineering_computing|quantitative_empirical,claim_control|results|scientific_framing,absence of evidence|analysis output|clinical study|empirical quantitative|equivalence|evidence of absence|findings|inconclusive result|no detected difference|non significance|non significant finding|statistical analysis|system evaluation|technical design|trial reporting,assertive,direct,false,result|margin,equivalence test|non-inferiority|equivalence margin|evidence of absence,Use only when the margin was justified and the analysis satisfies its assumptions.,high,original_editorial,RhetoriLex contributors,false,1
RLX-NUL-003,report_null_result,Report unresolved imprecision,"Across {scope}, {estimate} was too imprecise to resolve whether {claim}.",Explain that an estimate leaves a substantive question unresolved because precision is limited.,discussion,general,general_academic,claim_control|results|scientific_framing,absence of evidence|equivalence|evidence of absence|inconclusive result|interpretation section|meaning of findings|no detected difference|non significance|non significant finding,tentative,direct,false,scope|estimate|claim,imprecise estimate|inconclusive result|uncertainty|null interpretation,State the interval or sensitivity range showing why the question remains unresolved.,low,original_editorial,RhetoriLex contributors,false,1
RLX-NUL-004,report_null_result,Bound an absence observation,No instances of {phenomenon} were observed in {scope}; this {result} does not establish absence beyond that scope.,Report that an event was not observed while preventing an unsupported universal absence claim.,results,qualitative_research|sciences|humanities,experimental_science|humanities_interpretive|qualitative_inquiry,claim_control|results|scientific_framing,absence of evidence|analysis output|equivalence|evidence of absence|experimental research|findings|inconclusive result|interpretive scholarship|interviews|natural science|no detected difference|non significance|non significant finding|textual analysis|thematic analysis,tentative,observational,false,phenomenon|scope|result,no observed cases|absence claim|bounded observation|negative evidence,"Consider detection limits, sample size, search strategy, and opportunities for observation.",medium,original_editorial,RhetoriLex contributors,false,1
RLX-PAR-001,paraphrase_with_attribution,Restate a source proposition,"{source} argues that {claim}; here, that position is restated in relation to {current_focus}.",Signal that a source proposition is being paraphrased and connected to the current argument.,literature_review,general,general_academic,paraphrasing,avoid patchwriting|background literature|ethical paraphrase|meaning preserving rewrite|plagiarism safe|preserve citation|related work|rewrite source with citation|structural paraphrase,bounded,contextual,false,source|claim|current_focus,responsible paraphrase|source proposition|attribution|citation duty,"Draft independently from semantic notes, preserve the citation, and avoid close structural imitation.",medium,original_editorial,RhetoriLex contributors,false,1
RLX-PAR-002,paraphrase_with_attribution,Build on an attributed distinction,"Building on {source}, the present account distinguishes {concept_a} from {concept_b}.",Retain attribution when a current argument adopts or develops a source's conceptual distinction.,literature_review,humanities|law|social_sciences,humanities_interpretive|legal_policy|social_behavioral,paraphrasing,avoid patchwriting|background literature|behavioral research|doctrinal analysis|ethical paraphrase|interpretive scholarship|legal scholarship|meaning preserving rewrite|plagiarism safe|preserve citation|related work|rewrite source with citation|social research|structural paraphrase|textual analysis,bounded,contextual,false,source|concept_a|concept_b,conceptual paraphrase|building on|source distinction|academic integrity,Clarify which part comes from the source and which part is the current writer's development.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-PAR-003,paraphrase_with_attribution,Summarize a proposed mechanism,The mechanism proposed in {source} can be summarized as {summary}.,Provide an attributed summary of a source's mechanism without adopting it as established fact.,literature_review,general,general_academic,paraphrasing,avoid patchwriting|background literature|ethical paraphrase|meaning preserving rewrite|plagiarism safe|preserve citation|related work|rewrite source with citation|structural paraphrase,tentative,contextual,false,source|summary,source summary|mechanism paraphrase|citation|meaning preservation,Preserve qualifications and causal status; quote instead if distinctive wording is indispensable.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-PAR-004,paraphrase_with_attribution,Mark proposition preservation,"Without reproducing {source}'s wording, this account retains its proposition that {claim}.",Make explicit that expression changes while the attributed proposition remains source-dependent.,literature_review,general,general_academic,paraphrasing,avoid patchwriting|background literature|ethical paraphrase|meaning preserving rewrite|plagiarism safe|preserve citation|related work|rewrite source with citation|structural paraphrase,bounded,contextual,false,source|claim,structural paraphrase|not synonym spinning|proposition preservation|attribution,This pattern does not remove citation duties and should not be used to disguise copied expression.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-POS-001,position_claim,Direct scoped position,This study argues that {claim} within {scope}.,State the central position while naming the boundary within which it applies.,introduction,general,general_academic,argumentation|research_framing,main argument|opening section|research framing|take a position|thesis statement,bounded,contextual,false,claim|scope,argument|central claim|thesis|scope,"Replace scope with a population, setting, corpus, period, or analytic boundary.",low,original_editorial,RhetoriLex contributors,false,1
RLX-POS-002,position_claim,Position from observed result,"Given {finding}, the more defensible interpretation is that {claim}.",Choose a bounded position after presenting a relevant empirical finding.,discussion,general,general_academic,argumentation|research_framing,interpretation section|main argument|meaning of findings|take a position|thesis statement,assertive,observational,false,finding|claim,defensible interpretation|position|finding|argument,The claim must remain within what the stated finding can distinguish.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-POS-003,position_claim,Theory-guided proposition,"Using {framework} as the analytic lens, we propose that {claim}.",Locate a proposition inside a named theoretical or conceptual framework.,literature_review,humanities|social_sciences,humanities_interpretive|social_behavioral,argumentation|research_framing,background literature|behavioral research|interpretive scholarship|main argument|related work|social research|take a position|textual analysis|thesis statement,bounded,contextual,false,framework|claim,framework|analytic lens|proposition|theory,Clarify whether the framework guides interpretation or is itself being tested.,low,original_editorial,RhetoriLex contributors,false,1
RLX-POS-004,position_claim,Convergent position,"Taken together, {evidence} supports the position that {claim}.",State a position supported by multiple independent and mutually relevant lines of evidence.,conclusion,general,general_academic,argumentation|research_framing,closing section|main argument|take a position|takeaway|thesis statement,assertive,convergent,false,evidence|claim,taken together|convergent evidence|position|conclusion,Name the independent lines of evidence instead of using convergence as decoration.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-QLT-001,interpret_qualitative_evidence,Interpret a recurring qualitative pattern,"Across {source}, {pattern} recurred in accounts of {experience}.",Report a recurring pattern across qualitative materials while retaining its evidential source.,results,qualitative_research|social_sciences|health_sciences,clinical_health|qualitative_inquiry|social_behavioral,discussion,analysis output|behavioral research|biomedical writing|deviant case|findings|health research|interpret interview theme|interviews|qualitative finding|social research|thematic analysis,assertive,observational,false,source|pattern|experience,qualitative theme|recurring pattern|participant accounts|findings,Describe variation and show how the pattern was developed from the material.,low,original_editorial,RhetoriLex contributors,false,1
RLX-QLT-002,interpret_qualitative_evidence,Retain a deviant case,"{finding} was common, but {counterexample} shows that it was not uniform across {scope}.",Interpret a common qualitative finding while preserving a counterexample or deviant case.,results,qualitative_research|humanities|social_sciences,humanities_interpretive|qualitative_inquiry|social_behavioral,discussion,analysis output|behavioral research|deviant case|findings|interpret interview theme|interpretive scholarship|interviews|qualitative finding|social research|textual analysis|thematic analysis,bounded,observational,false,finding|counterexample|scope,deviant case|qualitative variation|counterexample|non-uniform pattern,Do not reduce frequency to prevalence unless the design supports quantitative inference.,low,original_editorial,RhetoriLex contributors,false,1
RLX-QLT-003,interpret_qualitative_evidence,Offer a bounded qualitative interpretation,"{evidence} suggests {claim}, although {alternative} remains plausible.",Offer an interpretation grounded in qualitative evidence while keeping an alternative account live.,discussion,qualitative_research|humanities|social_sciences,humanities_interpretive|qualitative_inquiry|social_behavioral,discussion,behavioral research|deviant case|interpret interview theme|interpretation section|interpretive scholarship|interviews|meaning of findings|qualitative finding|social research|textual analysis|thematic analysis,tentative,observational,false,evidence|claim|alternative,qualitative interpretation|alternative account|suggests|interpretive caution,Make the link between evidence and interpretation explicit rather than relying on suggests alone.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-QLT-004,interpret_qualitative_evidence,Locate interpretation reflexively,"Because {researcher_position} shaped access to {material}, {finding} is interpreted within {scope}.",Connect researcher position or access to a bounded interpretation of qualitative material.,discussion,qualitative_research|humanities|social_sciences,humanities_interpretive|qualitative_inquiry|social_behavioral,discussion,behavioral research|deviant case|interpret interview theme|interpretation section|interpretive scholarship|interviews|meaning of findings|qualitative finding|social research|textual analysis|thematic analysis,bounded,observational,false,researcher_position|material|finding|scope,reflexivity|researcher position|qualitative scope|interpretation,"Be specific about access, relationship, or analytic standpoint; avoid generic reflexivity claims.",medium,original_editorial,RhetoriLex contributors,false,1
RLX-QUA-001,qualify_claim,Confidence qualifier,"The available evidence, {evidence}, suggests but does not establish that {claim}.",Mark an interpretation as plausible while explicitly withholding certainty.,discussion,general,general_academic,argumentation|claim_control|discussion|publication,absence of evidence|add caution|association versus causation|calibrate evidence verb|causal overclaim|correlation is not causation|equivalence|evidence of absence|evidential verb strength|hedge a claim|interpretation section|limit certainty|meaning of findings|non significance|suggests indicates supports demonstrates confirms,tentative,observational,false,evidence|claim,qualify|suggests|uncertainty|does not establish,Keep evidence wording concrete nearby; this sentence is not a substitute for describing it.,low,original_editorial,RhetoriLex contributors,false,1
RLX-QUA-002,qualify_claim,Boundary qualifier,This claim is limited to {scope} and may not extend to {excluded_context}.,Prevent overgeneralization by naming both the supported scope and an excluded context.,discussion,general,general_academic,argumentation|claim_control|discussion|publication,absence of evidence|add caution|association versus causation|calibrate evidence verb|causal overclaim|correlation is not causation|equivalence|evidence of absence|evidential verb strength|hedge a claim|interpretation section|limit certainty|meaning of findings|non significance|suggests indicates supports demonstrates confirms,bounded,contextual,false,scope|excluded_context,boundary|generalizability|limited to|scope,Choose an excluded context that differs on a theoretically relevant dimension.,low,original_editorial,RhetoriLex contributors,false,1
RLX-QUA-003,qualify_claim,Conditional interpretation,"If {condition} holds, {finding} is consistent with {claim}.",Make the premise needed for an empirical interpretation visible.,discussion,sciences|engineering|social_sciences,engineering_computing|experimental_science|social_behavioral,argumentation|claim_control|discussion|publication,absence of evidence|add caution|association versus causation|behavioral research|calibrate evidence verb|causal overclaim|correlation is not causation|equivalence|evidence of absence|evidential verb strength|experimental research|hedge a claim|interpretation section|limit certainty|meaning of findings|natural science|non significance|social research|suggests indicates supports demonstrates confirms|system evaluation|technical design,bounded,observational,false,condition|finding|claim,conditional|consistent with|assumption|interpretation,State a checkable condition; avoid conditions that merely restate the claim.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-QUA-004,qualify_claim,Alternative-compatible claim,"Although {finding} supports {claim}, it remains compatible with {alternative}.",Acknowledge a live alternative explanation when evidence is not uniquely diagnostic.,discussion,general,general_academic,argumentation|claim_control|discussion|publication,absence of evidence|add caution|association versus causation|calibrate evidence verb|causal overclaim|correlation is not causation|equivalence|evidence of absence|evidential verb strength|hedge a claim|interpretation section|limit certainty|meaning of findings|non significance|suggests indicates supports demonstrates confirms,tentative,observational,false,finding|claim|alternative,alternative explanation|compatible|qualifier|non-unique,Use only when the alternative could plausibly generate the stated finding.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-REC-001,recommend_action,Research recommendation from gap,Future work should test {question} in {scope} using {method}.,"Turn a bounded research gap into a specific, testable next study.",conclusion,general,general_academic,discussion|publication,closing section|future research|next step|practical implication|takeaway,bounded,contextual,false,question|scope|method,future research|recommendation|test|method,Explain how the proposed method addresses the identified limitation or gap.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-REC-002,recommend_action,Conditional practice recommendation,"Given {evidence}, where {condition} applies, {stakeholder} could consider {action} while monitoring {outcome}.","Offer a reversible, conditional practice option with an explicit monitoring target.",conclusion,engineering|health_sciences|social_sciences,clinical_health|engineering_computing|social_behavioral,discussion|publication,behavioral research|biomedical writing|closing section|future research|health research|next step|practical implication|social research|system evaluation|takeaway|technical design,bounded,observational,false,evidence|condition|stakeholder|action|outcome,practice recommendation|could consider|monitoring|conditional,Use could consider when benefits and harms remain uncertain; state trade-offs nearby.,high,original_editorial,RhetoriLex contributors,false,1
RLX-REC-003,recommend_action,Evidence-backed implementation recommendation,"Given {evidence}, implementation of {action} is warranted for {scope}, with review after {timeframe}.",Recommend bounded implementation backed by direct evidence and a review point.,conclusion,engineering|health_sciences,clinical_health|engineering_computing,discussion|publication,biomedical writing|closing section|future research|health research|next step|practical implication|system evaluation|takeaway|technical design,assertive,direct,false,evidence|action|scope|timeframe,implementation|warranted|review|recommend action,"Assess feasibility, distributional effects, harms, and stakeholder values before use.",high,original_editorial,RhetoriLex contributors,false,1
RLX-REC-004,recommend_action,Decision under uncertainty,"Until {uncertainty} is resolved, a proportionate step is to {action} and collect {evidence}.",Recommend a limited next step that also reduces consequential uncertainty.,conclusion,general,general_academic,discussion|publication,closing section|future research|next step|practical implication|takeaway,tentative,contextual,false,uncertainty|action|evidence,decision uncertainty|proportionate step|collect evidence|recommendation,Prefer reversible actions when downside risk or evidential uncertainty is high.,high,original_editorial,RhetoriLex contributors,false,1
RLX-REV-001,respond_reviewer,Acknowledge and revise,We thank the reviewer for identifying {issue}; we revised {location} to {revision}.,Acknowledge a concrete review point and state the corresponding manuscript revision.,peer_review_response,general,general_academic,publication|reviewer_response,address reviewer comment|answer peer review|rebuttal letter|reply to peer review|response letter|review response|reviewer rebuttal|revise manuscript,tentative,none,false,issue|location|revision,reviewer response|revision made|response letter|manuscript change,Describe the change precisely; do not claim resolution when the concern remains partly open.,low,original_editorial,RhetoriLex contributors,false,1
RLX-REV-002,respond_reviewer,Respectfully retain a decision,We respectfully retain {decision} because {reason}; the manuscript now clarifies {boundary}.,Explain a reasoned disagreement with a reviewer while adding a clarifying boundary.,peer_review_response,general,general_academic,publication|reviewer_response,address reviewer comment|answer peer review|rebuttal letter|reply to peer review|response letter|review response|reviewer rebuttal|revise manuscript,bounded,contextual,false,decision|reason|boundary,disagree with reviewer|retain decision|clarification|response letter,Address the strongest version of the concern and keep tone factual rather than defensive.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-REV-003,respond_reviewer,Report added analysis,"In response to {comment}, we added {analysis}; {result} is now reported in {location}.","Connect a review comment to a new analysis, its result, and its manuscript location.",peer_review_response,general,general_academic,publication|reviewer_response,address reviewer comment|answer peer review|rebuttal letter|reply to peer review|response letter|review response|reviewer rebuttal|revise manuscript,assertive,direct,false,comment|analysis|result|location,additional analysis|review response|new result|manuscript location,Do not imply that the added analysis validates claims beyond its design and assumptions.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-REV-004,respond_reviewer,Acknowledge a limitation,We agree that {limitation} constrains {claim}; this is now stated in {location}.,Accept a valid limitation and show where its consequence for a claim is disclosed.,peer_review_response,general,general_academic,publication|reviewer_response,address reviewer comment|answer peer review|rebuttal letter|reply to peer review|response letter|review response|reviewer rebuttal|revise manuscript,bounded,contextual,false,limitation|claim|location,reviewer limitation|acknowledge concern|claim boundary|revision,"The revised manuscript should state the inferential consequence, not merely name the limitation.",low,original_editorial,RhetoriLex contributors,false,1
RLX-SCO-001,define_scope,Population and setting scope,The analysis concerns {population} in {setting} during {period}.,"Define the population, setting, and period covered by an analysis.",methods,general,general_academic,methods|research_framing|thesis_dissertation,define population|delimit study|delimit study population|materials and methods|methodology|set boundaries,tentative,none,false,population|setting|period,scope|population|setting|period,"Use the same boundary terms consistently in methods, results, and conclusions.",low,original_editorial,RhetoriLex contributors,false,1
RLX-SCO-002,define_scope,Conceptual definition scope,"Here, {term} refers specifically to {definition}, excluding {excluded_meaning}.",Define a term operationally and name a nearby meaning that is excluded.,introduction,humanities|social_sciences|general,general_academic,methods|research_framing|thesis_dissertation,behavioral research|define population|delimit study|delimit study population|interpretive scholarship|opening section|research framing|set boundaries|social research|textual analysis,tentative,none,false,term|definition|excluded_meaning,define term|conceptual scope|excluding|definition,Do not present a stipulative definition as universal usage.,low,original_editorial,RhetoriLex contributors,false,1
RLX-SCO-003,define_scope,Analytic boundary,This analysis evaluates {outcome} at the {unit} level and does not address {outside_scope}.,Set the unit of analysis and an explicit non-goal.,methods,general,general_academic,methods|research_framing|thesis_dissertation,define population|delimit study|delimit study population|materials and methods|methodology|set boundaries,tentative,none,false,outcome|unit|outside_scope,unit of analysis|boundary|does not address|scope,Check that later claims do not shift to a different unit without justification.,low,original_editorial,RhetoriLex contributors,false,1
RLX-SCO-004,define_scope,Review inclusion boundary,The review includes {source} that meet {criterion} and were available by {date}.,"State the source type, inclusion criterion, and temporal cutoff of a review.",methods,general,general_academic,methods|research_framing|thesis_dissertation,define population|delimit study|delimit study population|materials and methods|methodology|set boundaries,tentative,contextual,false,source|criterion|date,review scope|inclusion criteria|cutoff date|sources,"Report databases, languages, screening process, and exclusions elsewhere in the method.",low,original_editorial,RhetoriLex contributors,false,1
RLX-SYN-001,synthesize_sources,Synthesize shared proposition,"Across {source}, {evidence} converges on {claim}, particularly under {condition}.",Integrate multiple independent sources around a conditional shared proposition.,literature_review,general,general_academic,literature_writing,background literature|combine sources|integrate studies|literature synthesis|related work,assertive,convergent,false,source|evidence|claim|condition,synthesis|converges|shared proposition|multiple sources,Use plural source wording in the filled slot and identify meaningful disagreement separately.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-SYN-002,synthesize_sources,Synthesize complementary roles,"Together, {source_a} explains {aspect_a}, while {source_b} clarifies {aspect_b}.",Combine sources that illuminate different parts of the same problem.,literature_review,general,general_academic,literature_writing,background literature|combine sources|integrate studies|literature synthesis|related work,bounded,contextual,false,source_a|aspect_a|source_b|aspect_b,complementary sources|together|synthesis|aspects,Explain the link between the two aspects in the next sentence.,low,original_editorial,RhetoriLex contributors,false,1
RLX-SYN-003,synthesize_sources,Map a structured disagreement,"The literature divides over {question}: {source_a} supports {position_a}, whereas {source_b} supports {position_b}.",Synthesize disagreement by organizing sources around a clearly posed question.,literature_review,general,general_academic,literature_writing,background literature|combine sources|integrate studies|literature synthesis|related work,bounded,contextual,false,question|source_a|position_a|source_b|position_b,literature divide|debate|positions|synthesis,Represent each position charitably and include mixed or intermediate accounts when relevant.,low,original_editorial,RhetoriLex contributors,false,1
RLX-SYN-004,synthesize_sources,Synthesize evidence hierarchy,"The strongest support for {claim} comes from {evidence}, while {source} supplies contextual detail.",Distinguish direct support from contextual material within a synthesis.,literature_review,general,general_academic,literature_writing,background literature|combine sources|integrate studies|literature synthesis|related work,assertive,convergent,false,claim|evidence|source,evidence hierarchy|strongest support|context|synthesis,Explain the criteria used to rank evidential strength.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-UNC-001,report_uncertainty,Report estimate and interval,"For {outcome}, {estimate} was accompanied by an uncertainty interval from {lower_bound} to {upper_bound}.",Report an estimate together with the endpoints of its stated uncertainty interval.,results,quantitative_research|clinical_research|sciences,clinical_health|experimental_science|quantitative_empirical,evidential_verbs|results|scientific_framing,absence of evidence|analysis output|clinical study|confidence interval|empirical quantitative|equivalence|evidence of absence|experimental research|findings|natural science|non significance|precision wording|sensitivity range|statistical analysis|trial reporting,assertive,direct,false,outcome|estimate|lower_bound|upper_bound,uncertainty interval|confidence interval|estimate precision|results reporting,"State interval type, level, scale, and units; preserve endpoint signs and precision.",low,original_editorial,RhetoriLex contributors,false,1
RLX-UNC-002,report_uncertainty,Report sensitivity range,"Across the sensitivity analyses, {estimate} ranged from {lower_result} to {upper_result}.",Summarize how an estimate varies across prespecified or justified sensitivity analyses.,results,quantitative_research|sciences|health_sciences,clinical_health|experimental_science|quantitative_empirical,evidential_verbs|results|scientific_framing,absence of evidence|analysis output|biomedical writing|confidence interval|empirical quantitative|equivalence|evidence of absence|experimental research|findings|health research|natural science|non significance|precision wording|sensitivity range|statistical analysis,assertive,convergent,false,estimate|lower_result|upper_result,sensitivity range|robustness|analysis uncertainty|estimate variation,Name the varied assumptions; a narrow range does not address biases shared by all analyses.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-UNC-003,report_uncertainty,Report heterogeneous uncertainty,"Uncertainty was greatest for {subgroup}, where {result} remained compatible with {possibilities}.",Locate imprecision in a subgroup and state the substantive possibilities it leaves open.,results,clinical_research|social_sciences|quantitative_research,clinical_health|quantitative_empirical|social_behavioral,evidential_verbs|results|scientific_framing,absence of evidence|analysis output|behavioral research|clinical study|confidence interval|empirical quantitative|equivalence|evidence of absence|findings|non significance|precision wording|sensitivity range|social research|statistical analysis|trial reporting,tentative,direct,false,subgroup|result|possibilities,subgroup uncertainty|heterogeneity|imprecision|compatible values,Avoid treating subgroup estimates as different without a relevant contrast or interaction test.,medium,original_editorial,RhetoriLex contributors,false,1
RLX-UNC-004,report_uncertainty,Bound measurement uncertainty,"Because {measurement_issue} affects {estimate}, the reported value should be read within {uncertainty_boundary}.",Connect a known measurement limitation to the boundary on an empirical estimate.,discussion,engineering|sciences|qualitative_research,engineering_computing|experimental_science|qualitative_inquiry,evidential_verbs|results|scientific_framing,absence of evidence|confidence interval|equivalence|evidence of absence|experimental research|interpretation section|interviews|meaning of findings|natural science|non significance|precision wording|sensitivity range|system evaluation|technical design|thematic analysis,bounded,observational,false,measurement_issue|estimate|uncertainty_boundary,measurement uncertainty|error boundary|estimate limitation|precision,State direction or magnitude of measurement error only when evidence supports it.,medium,original_editorial,RhetoriLex contributors,false,1
